user_id,order_date,order_amount
856,2016/7/27,295
296,2017/1/28,2203
11,2016/7/27,3872
335,2017/11/15,1358
324,2017/3/17,4631
916,2017/3/19,174
171,2017/3/12,395
437,2017/3/3,5547
503,2016/12/19,5275
582,2016/12/16,9978
707,2017/11/16,950
773,2017/10/16,6215
221,2016/10/14,2679
332,2016/12/12,8920
475,2017/5/12,5171
596,2017/2/10,9982
547,2017/3/10,7541
730,2017/6/7,4647
172,2017/11/13,3344
499,2016/7/24,3185
95,2017/7/29,2027
34,2017/10/27,418
85,2017/2/13,4258
132,2016/10/3,5364
301,2016/7/13,3736
425,2017/8/28,7680
464,2017/9/5,1032
815,2017/3/5,6804
874,2016/12/11,7824
586,2016/10/16,7778
175,2017/4/27,6542
359,2016/7/11,6535
312,2017/3/14,4432
436,2016/12/30,237
969,2017/10/1,6368
93,2016/12/2,8067
80,2017/5/28,5476
455,2017/8/31,7005
693,2016/9/16,8686
475,2016/12/17,6261
55,2017/8/13,469
141,2017/3/3,9726
732,2017/7/11,8863
369,2016/11/20,2596
147,2016/12/11,7428
246,2016/7/21,532
43,2016/7/23,7830
441,2016/11/23,8947
971,2016/9/11,2095
687,2016/9/3,3024
693,2017/8/1,9558
17,2017/8/19,9590
436,2017/10/30,899
919,2017/3/26,2333
718,2017/9/1,3050
332,2016/12/9,2416
362,2017/9/21,4913
781,2017/1/21,5703
279,2016/12/12,3805
374,2017/8/11,5834
151,2017/10/9,3020
135,2017/7/26,9907
586,2016/7/18,8039
169,2017/10/27,5559
305,2017/10/21,1941
461,2017/5/16,2983
666,2017/3/25,5636
125,2017/2/13,7761
880,2017/5/16,6639
535,2017/1/22,9681
502,2017/9/11,2157
907,2016/8/25,8950
535,2017/4/27,1563
333,2017/3/12,2234
21,2017/9/1,7516
948,2016/10/19,3347
853,2017/10/18,5336
661,2016/12/30,9842
812,2016/7/9,4179
206,2017/9/15,8141
104,2017/6/12,628
473,2016/9/4,1493
172,2017/8/5,7736
14,2017/11/4,1105
247,2016/10/21,651
783,2017/4/9,6488
529,2017/7/27,3415
99,2016/7/15,8757
550,2016/12/24,3107
28,2017/9/6,7047
479,2017/1/10,5970
493,2016/12/9,77
555,2016/11/12,4595
656,2017/9/23,2561
368,2017/10/10,3203
736,2017/6/10,1290
15,2017/9/6,4947
706,2017/10/18,7100
221,2017/9/29,3728
308,2017/3/21,4121
11,2017/9/21,7304
30,2016/9/15,7611
362,2017/3/15,9677
454,2016/10/1,7254
848,2017/11/10,7012
166,2017/9/19,5124
216,2017/5/16,3577
528,2017/3/21,2307
976,2016/11/25,3582
228,2017/2/23,8405
573,2017/5/5,3027
359,2016/11/15,9613
324,2017/3/7,6916
250,2017/11/20,529
169,2016/10/22,9818
955,2017/1/16,7450
695,2017/10/1,7792
779,2017/2/15,8372
651,2017/7/4,8541
115,2017/8/3,2649
406,2017/3/20,235
298,2017/1/19,5865
782,2016/11/9,1031
541,2016/11/22,8214
306,2017/6/4,3244
110,2017/4/17,9645
868,2017/8/2,5714
997,2016/10/12,8256
121,2016/11/3,3970
417,2017/10/3,560
254,2017/5/14,8461
286,2017/6/24,3926
707,2017/8/22,3133
360,2017/8/2,240
695,2017/9/7,4513
707,2017/7/13,846
161,2017/6/16,2672
53,2017/10/7,3874
726,2017/2/23,7636
856,2016/10/18,7988
73,2017/7/7,3471
458,2017/1/31,2010
377,2017/8/25,8423
301,2017/8/5,2492
520,2016/9/30,5583
204,2017/3/23,8136
735,2016/11/24,7417
489,2017/5/7,5395
652,2016/9/16,6957
430,2017/9/23,5614
583,2017/8/13,3598
445,2017/6/14,2677
360,2017/4/24,824
711,2017/6/8,7040
85,2016/10/30,9153
748,2017/3/10,6103
201,2016/12/17,6159
904,2017/10/25,5133
141,2017/7/24,2625
7,2016/11/7,3077
348,2017/3/1,674
516,2017/10/14,8558
73,2017/7/23,2908
20,2016/8/11,46
927,2016/8/6,3472
812,2017/8/11,6751
337,2017/6/10,7745
450,2016/12/5,2752
508,2017/8/8,5845
427,2016/8/25,2469
496,2016/12/28,5420
337,2017/3/7,4811
280,2017/2/16,437
152,2017/6/24,3214
235,2017/10/15,9249
357,2017/10/8,2036
210,2017/4/17,7127
254,2016/9/2,9087
979,2017/7/5,4858
873,2017/1/2,5257
474,2017/9/14,4124
214,2017/9/5,2231
562,2017/5/29,5288
875,2017/8/29,1972
27,2016/12/27,4285
835,2017/11/5,2972
111,2016/9/1,6174
632,2017/7/23,903
968,2017/5/11,4974
37,2017/6/5,8900
204,2016/7/13,6061
597,2016/8/11,7280
191,2017/7/7,4426
455,2016/8/18,9538
982,2017/2/13,3530
170,2017/2/26,3938
59,2016/11/9,8618
906,2017/4/23,3998
277,2017/7/20,8714
434,2017/1/17,7869
496,2017/7/31,6990
215,2016/10/22,6029
926,2016/8/11,8872
41,2016/9/4,7019
451,2017/3/25,2481
585,2017/1/28,1797
19,2017/10/29,2560
146,2017/11/10,6715
682,2016/11/9,8402
367,2017/6/3,393
727,2017/1/22,9993
857,2017/5/13,7895
402,2017/11/17,3466
42,2017/4/18,1706
202,2017/8/28,7171
577,2017/3/11,8866
857,2017/11/10,1326
545,2017/11/8,105
453,2017/5/9,4885
270,2017/1/19,370
776,2016/8/12,9627
885,2016/11/11,6037
744,2016/9/21,3816
853,2016/11/5,2743
101,2017/5/15,9344
784,2017/10/28,5851
176,2017/9/3,9666
952,2017/11/16,9469
326,2016/7/11,8893
528,2017/8/31,4784
611,2016/8/9,3905
242,2017/6/17,7875
853,2016/11/15,5478
386,2017/9/27,4646
584,2016/7/24,1608
494,2016/11/18,2826
594,2017/1/3,3443
719,2017/1/8,244
494,2017/7/6,5827
747,2016/12/22,3459
293,2017/7/29,3450
860,2017/9/24,6951
579,2017/1/4,6607
201,2016/11/23,9523
927,2017/4/17,2522
362,2017/10/10,1152
178,2017/7/12,9329
798,2017/7/1,2509
883,2017/8/19,9102
109,2017/8/11,6829
596,2017/7/20,9163
236,2017/2/20,461
287,2016/8/1,4160
421,2016/12/14,5423
182,2017/6/24,5932
16,2017/5/21,773
580,2016/7/19,8244
593,2016/12/15,6711
402,2017/2/23,6934
370,2017/7/15,5582
709,2017/6/13,2249
445,2017/2/4,5861
672,2017/9/6,8133
350,2017/6/24,8031
941,2017/11/17,5708
366,2017/2/8,7464
114,2017/2/28,3815
287,2016/8/20,7509
715,2017/6/27,286
535,2017/3/17,3489
264,2017/6/10,8116
503,2016/8/29,862
43,2016/11/19,8853
488,2017/11/11,5358
430,2016/10/9,806
237,2017/7/9,9422
757,2017/4/21,8376
803,2017/3/19,9767
957,2017/1/2,2788
881,2016/11/22,7373
307,2017/5/20,1369
396,2017/11/4,1302
635,2017/10/5,5016
29,2017/6/15,5968
448,2016/10/18,4205
858,2017/1/12,9806
904,2017/8/9,4260
995,2017/10/30,3128
65,2016/7/14,3552
376,2016/10/16,7341
924,2017/10/31,8032
598,2016/9/28,2006
537,2016/11/4,2585
305,2017/6/1,9210
883,2017/6/4,9842
148,2016/9/10,7315
413,2016/11/3,5600
196,2017/2/28,8849
413,2016/12/26,7661
94,2017/4/1,1868
611,2017/2/24,227
572,2017/1/9,3743
701,2017/10/17,6793
995,2017/3/14,5133
253,2016/9/10,3969
418,2016/11/22,2482
449,2016/8/12,3003
90,2017/2/3,402
140,2016/10/25,6201
306,2016/12/27,8310
196,2017/6/26,5217
514,2017/6/4,6577
222,2017/2/2,6504
4,2016/11/27,1937
842,2016/12/21,3085
751,2016/8/4,5230
136,2016/9/6,656
683,2016/9/14,7602
996,2017/7/10,2254
207,2016/8/21,5317
367,2017/7/30,8665
873,2017/5/20,7883
595,2017/5/18,5947
252,2016/8/28,6620
126,2017/7/9,1066
724,2017/8/28,6806
2,2017/5/1,2877
790,2017/8/1,977
973,2017/2/6,1624
833,2017/9/3,7146
478,2017/4/22,9364
335,2016/11/17,3871
558,2017/5/26,8663
659,2017/7/14,4718
775,2017/1/13,2816
948,2017/6/17,5259
154,2016/8/26,8802
393,2016/11/13,2665
632,2016/8/11,3615
693,2017/3/12,5836
998,2017/8/12,6219
986,2016/12/6,5952
689,2016/8/29,1421
60,2017/7/10,8549
109,2016/12/30,5083
23,2016/11/13,445
366,2016/9/18,5195
169,2017/5/11,2094
837,2017/7/14,8805
381,2017/4/2,336
341,2017/5/25,7777
377,2016/12/14,5628
898,2017/6/23,941
530,2016/9/14,6070
41,2017/4/28,6193
846,2016/10/23,6132
411,2017/9/7,882
814,2017/7/28,3280
751,2017/8/31,1250
376,2017/6/6,7095
6,2017/5/12,7845
855,2017/1/16,7417
972,2016/12/10,4375
485,2017/4/5,8571
665,2017/3/9,8935
676,2017/2/11,8131
238,2016/10/30,2706
549,2017/1/7,4738
280,2017/11/12,4763
992,2017/9/27,4628
71,2017/1/26,3720
704,2017/3/26,4680
759,2017/2/2,131
861,2016/10/30,912
178,2017/3/9,7469
651,2016/9/14,2102
101,2017/5/7,4398
277,2017/11/9,2081
622,2016/8/22,736
712,2016/12/19,8139
915,2017/1/19,8194
959,2016/9/16,506
926,2017/7/5,430
417,2017/9/30,7377
336,2016/12/20,5734
111,2017/11/3,3287
115,2017/10/17,7620
990,2016/10/14,3099
746,2017/6/10,9393
224,2017/5/19,9361
260,2017/1/31,2346
162,2017/7/25,2372
472,2017/3/7,8806
510,2017/3/13,1596
206,2017/7/24,2512
783,2016/10/3,4890
114,2016/9/7,2910
368,2016/8/31,1614
882,2017/2/20,3881
76,2017/6/17,4303
742,2017/5/11,3086
633,2016/11/16,2799
906,2016/11/15,3034
360,2017/4/11,4404
980,2017/7/5,9132
330,2017/11/3,1489
771,2017/7/30,2827
30,2016/8/13,6416
358,2017/4/29,8629
939,2016/10/13,2228
331,2017/11/14,9003
468,2017/5/26,5343
655,2017/3/22,2583
313,2016/9/14,5543
874,2016/10/28,5619
659,2017/3/30,9746
566,2017/3/1,6617
13,2017/1/16,6153
787,2017/3/17,7377
709,2016/11/1,1026
876,2017/5/4,1118
404,2017/8/25,9993
252,2016/12/18,3152
111,2016/10/1,8319
275,2016/10/11,1907
617,2017/2/6,6282
331,2017/4/1,9850
132,2017/3/27,1197
842,2016/11/2,1689
717,2017/4/22,1620
682,2016/10/23,8233
717,2017/9/9,5061
33,2017/10/1,8149
191,2016/7/10,4730
305,2016/7/20,7653
552,2016/11/6,7968
977,2017/1/8,2618
539,2016/8/23,5937
192,2017/1/20,8227
825,2017/7/15,5857
797,2016/7/12,1411
759,2017/9/5,9923
837,2017/5/5,1324
556,2016/11/7,1154
752,2016/10/4,8303
806,2016/12/20,5254
883,2016/7/25,418
320,2017/1/7,4764
37,2016/10/27,1542
535,2017/7/1,2821
899,2016/7/11,5601
198,2017/8/19,2683
49,2017/3/28,6365
419,2017/1/9,9864
155,2017/4/9,364
861,2017/2/22,5245
210,2016/12/6,2114
215,2016/8/30,7814
260,2017/2/8,8369
832,2017/10/27,8474
139,2016/11/29,8028
745,2017/2/3,9354
549,2016/12/29,2948
629,2016/12/6,6203
585,2017/10/15,3373
895,2016/10/14,8331
520,2017/3/29,4353
473,2017/5/19,7703
134,2016/11/19,8118
976,2017/2/4,5590
581,2017/9/11,7664
126,2017/3/11,8576
143,2017/2/15,7901
804,2017/7/27,1612
779,2016/9/14,3136
992,2017/9/30,774
542,2016/7/31,1994
611,2017/8/9,2368
709,2016/10/31,6467
995,2017/10/13,5135
76,2016/10/8,4438
776,2016/12/14,1880
746,2016/11/7,4007
332,2017/7/9,4787
884,2017/7/6,5741
825,2016/11/27,2367
911,2017/8/19,5671
257,2017/3/10,4734
512,2017/3/5,9791
509,2017/5/9,3304
230,2016/9/25,1799
980,2017/3/25,1714
8,2016/12/28,9471
625,2017/7/18,4667
214,2017/3/7,9403
742,2016/7/16,7411
886,2017/4/29,3267
374,2017/5/4,2841
759,2017/7/20,3106
745,2017/5/27,511
73,2017/7/7,4958
38,2016/11/1,9906
124,2017/6/5,4808
411,2016/9/19,6800
102,2017/10/25,5704
443,2016/7/15,9588
943,2017/9/29,8166
246,2017/8/7,8792
895,2016/7/26,2044
607,2016/11/30,1014
488,2016/10/3,6498
314,2016/10/13,462
135,2017/1/13,2461
127,2017/10/8,8014
437,2017/2/4,7832
514,2017/5/5,5131
410,2017/8/11,9573
511,2017/2/15,1350
272,2017/4/1,7957
89,2016/10/14,4153
836,2017/8/3,9713
291,2017/1/8,7832
497,2016/7/19,497
776,2016/8/7,2960
142,2017/11/2,8709
904,2017/10/22,1355
526,2016/11/19,201
917,2017/5/26,5456
889,2017/6/13,9143
643,2017/2/23,7864
701,2017/3/23,2773
367,2017/8/4,4649
482,2017/3/26,8405
985,2016/8/25,9047
317,2017/3/18,6252
32,2016/10/28,9724
224,2017/6/6,2400
269,2017/11/15,580
555,2017/1/29,1650
773,2017/10/1,9539
101,2017/9/14,5863
730,2017/5/18,2298
196,2016/10/31,355
994,2016/12/3,1718
557,2017/2/27,8453
829,2017/5/4,820
574,2017/3/4,609
230,2017/6/22,3977
58,2017/5/4,5718
963,2017/9/10,1820
9,2017/1/3,4035
574,2017/4/7,6468
673,2017/1/26,4905
68,2016/11/8,1886
245,2016/12/24,2527
51,2017/3/16,9863
449,2017/5/20,1120
336,2017/5/7,445
28,2017/7/15,6053
804,2016/8/8,857
59,2017/3/18,1127
760,2017/5/5,8656
99,2016/8/31,4258
109,2017/4/8,1690
973,2017/9/7,8455
604,2016/8/10,1092
135,2017/10/27,3427
830,2017/11/8,911
91,2016/11/18,6222
383,2016/10/13,2755
937,2016/11/4,8383
503,2017/8/3,8473
626,2017/6/26,456
723,2017/4/5,9763
994,2017/7/1,4091
746,2017/8/30,5220
141,2017/5/12,6638
636,2017/7/6,4084
360,2017/4/9,5365
208,2016/8/9,7503
737,2016/7/15,2270
904,2017/2/6,7312
194,2016/9/4,9471
522,2016/9/12,7386
273,2017/1/23,1718
475,2016/7/31,5904
466,2017/6/4,8767
621,2017/8/14,8601
572,2017/4/5,8768
119,2016/8/12,1406
403,2017/6/23,1814
544,2017/8/2,7427
176,2017/1/2,6736
89,2017/1/20,8327
522,2016/8/29,7912
720,2017/1/2,3642
701,2017/8/15,6381
83,2016/8/10,5704
16,2016/11/17,5503
493,2017/6/13,2837
477,2017/7/25,8306
195,2016/7/14,9763
989,2017/9/20,9829
49,2017/1/22,5488
936,2016/8/8,7628
671,2017/8/17,1812
987,2016/10/28,8541
308,2017/4/28,6411
571,2017/1/24,3190
439,2017/8/26,4789
743,2017/8/12,493
217,2017/3/10,9742
289,2016/11/14,9403
885,2017/1/30,7926
409,2017/4/3,9111
13,2017/9/3,91
490,2016/12/25,9213
285,2017/1/26,708
786,2017/5/1,3278
315,2017/4/17,4659
288,2017/11/5,8682
634,2017/10/3,44
213,2016/11/16,9673
763,2017/1/10,9304
306,2017/9/24,1312
774,2017/1/15,1797
284,2017/1/18,4274
705,2016/11/18,6206
765,2016/12/10,9216
154,2017/5/20,4479
2,2016/12/14,7750
614,2017/5/3,982
29,2016/8/16,7718
723,2017/1/5,5979
981,2017/1/25,6671
294,2017/4/27,7127
388,2017/6/27,6487
222,2016/9/25,508
968,2016/11/26,6467
368,2017/1/17,2189
374,2017/4/1,38
284,2017/9/3,9477
602,2017/10/4,4946
963,2017/9/14,6568
8,2017/6/18,7747
117,2016/10/4,4635
362,2016/9/7,61
613,2017/5/4,3888
317,2017/9/1,9711
2,2016/10/3,6211
95,2017/2/23,1611
683,2016/8/24,9482
369,2017/2/17,4532
729,2016/12/5,8411
722,2017/3/18,8092
908,2017/4/12,8492
220,2017/3/15,711
555,2017/4/10,6262
941,2017/2/7,7707
476,2017/11/11,554
517,2016/11/8,7158
635,2016/10/28,7909
515,2016/11/23,3075
719,2016/10/17,2806
49,2017/4/27,2931
366,2016/7/23,2435
348,2017/6/17,7409
632,2017/1/2,1858
97,2017/7/23,5382
568,2017/9/18,1560
489,2017/9/23,7778
126,2017/2/10,8043
299,2017/1/6,8872
294,2017/10/8,9056
838,2017/2/8,6310
835,2017/4/27,4684
766,2016/9/19,6111
104,2016/8/9,3785
100,2017/5/28,2650
678,2016/9/29,4803
906,2016/8/6,1915
11,2017/6/18,98
635,2016/8/4,6276
472,2017/11/9,9766
796,2017/1/8,8130
324,2017/6/19,3643
944,2017/4/8,145
368,2017/3/17,611
407,2016/11/10,5412
758,2016/12/29,6776
887,2017/2/16,2231
953,2017/8/3,8638
46,2017/7/7,9169
666,2017/8/27,1547
402,2017/2/22,7344
655,2016/9/12,1377
610,2017/6/16,6194
12,2016/8/17,8877
80,2017/7/7,4004
902,2017/7/30,7860
453,2016/10/16,3238
761,2017/3/6,5926
191,2017/6/12,4365
812,2017/2/26,8819
434,2017/5/7,6163
102,2016/12/16,172
477,2017/10/16,3936
443,2017/6/14,3426
944,2016/10/12,8414
715,2016/9/19,8613
837,2017/5/21,578
70,2017/5/21,4995
638,2016/8/15,7248
830,2017/8/17,6331
278,2017/1/27,9542
533,2017/10/15,3051
303,2017/8/6,6739
238,2017/9/24,3620
576,2017/4/18,9934
200,2017/3/10,2897
562,2016/7/25,6916
803,2016/11/15,7331
951,2017/5/3,4152
203,2017/5/25,7754
36,2017/7/22,8097
395,2017/5/6,3073
299,2017/3/16,1778
425,2017/11/5,542
921,2016/11/13,7793
734,2016/12/22,7104
584,2017/8/31,1691
824,2017/6/6,2672
240,2017/7/1,446
393,2017/4/1,6658
744,2017/2/21,5185
787,2017/8/11,3403
147,2017/10/15,7987
76,2017/11/11,3880
45,2016/11/22,7390
888,2017/5/7,3391
750,2016/11/30,8850
207,2017/9/7,4377
801,2017/1/10,5544
799,2017/10/26,2827
392,2017/8/18,9537
474,2017/10/30,6980
70,2017/5/9,6114
913,2017/2/20,9560
508,2017/1/29,6074
234,2016/7/27,1185
266,2017/5/17,4065
898,2017/7/23,8528
709,2017/10/8,1636
626,2017/8/18,4842
558,2017/4/16,5115
524,2017/7/21,6802
509,2016/9/25,4065
793,2017/4/1,3185
506,2017/8/3,2681
399,2017/9/23,7813
815,2017/11/14,3752
347,2017/9/13,9160
789,2017/5/23,1792
275,2017/7/8,1472
585,2016/8/26,2885
322,2017/4/27,8653
40,2016/9/18,3311
909,2017/6/7,5589
423,2017/6/21,2465
149,2017/10/31,5963
25,2016/11/8,5831
602,2017/9/17,5413
201,2017/2/10,8895
783,2017/3/2,9190
842,2016/9/29,7723
38,2017/7/31,3469
221,2017/5/22,4834
592,2017/3/5,4594
944,2017/7/13,3627
665,2017/6/13,1528
401,2017/11/5,2438
64,2016/11/30,9079
783,2017/6/28,8610
135,2016/7/26,1194
773,2017/2/24,6231
796,2017/4/12,1445
713,2017/10/4,362
172,2017/3/18,7699
49,2016/10/1,9652
817,2017/11/15,1501
843,2017/4/10,822
568,2016/7/17,5462
32,2016/11/22,1487
8,2017/8/22,9301
358,2017/8/29,3127
927,2016/8/3,2414
928,2017/5/8,845
832,2017/6/3,5144
600,2017/2/20,8783
527,2017/6/3,5873
376,2017/7/1,7662
42,2017/11/15,781
706,2016/9/11,1611
223,2017/11/16,6812
765,2016/11/13,5610
494,2016/11/17,4244
126,2017/6/8,9646
129,2017/10/12,2973
96,2017/8/11,2907
602,2017/10/4,1470
631,2017/3/28,2731
63,2017/8/31,2052
725,2017/4/7,7673
562,2016/10/5,5372
415,2016/11/26,2990
316,2017/6/15,6600
398,2017/7/20,5013
684,2017/2/28,4673
505,2016/10/13,6755
919,2017/1/3,6689
271,2017/3/18,7279
158,2016/12/19,5550
969,2017/3/21,4863
161,2016/10/25,5788
914,2017/6/18,4164
370,2017/5/1,99
944,2017/4/7,6449
965,2017/6/19,1373
148,2017/11/13,8476
607,2016/11/12,8081
707,2016/10/30,4304
277,2016/12/15,689
42,2017/1/4,3126
50,2017/4/7,4156
888,2017/7/13,701
637,2017/7/13,9086
516,2017/6/10,5381
430,2017/9/20,4514
432,2017/11/13,8473
684,2017/7/4,2555
688,2016/8/29,1022
776,2017/7/17,4702
505,2017/7/17,9201
668,2016/11/22,5832
487,2017/8/18,9311
111,2017/6/1,651
926,2017/9/14,7792
557,2017/1/18,4651
636,2017/10/14,7813
81,2017/10/13,2059
823,2017/5/26,4333
325,2017/4/12,7845
401,2017/6/1,9628
935,2016/9/30,6094
972,2016/8/1,4578
342,2016/7/14,2723
872,2017/3/8,8855
821,2017/1/28,122
165,2017/3/25,6124
80,2017/10/31,9729
131,2017/3/2,5193
319,2017/5/10,5724
748,2017/5/2,306
297,2017/2/17,6635
413,2017/10/8,9743
89,2017/9/13,1041
330,2017/5/5,9181
404,2016/9/6,877
365,2016/11/9,7430
138,2017/9/10,5753
163,2016/12/10,6191
551,2017/5/26,1513
666,2017/2/1,3805
734,2017/1/26,663
65,2017/3/16,1561
262,2017/5/15,9889
184,2017/7/19,3461
186,2017/9/21,6044
71,2017/7/9,3926
848,2017/6/13,3443
468,2017/9/21,9172
253,2017/2/4,7883
289,2017/4/11,2188
427,2016/9/29,8126
703,2017/1/12,916
120,2017/4/5,1874
238,2017/2/22,9876
310,2017/7/12,2389
745,2016/11/9,4341
749,2017/1/7,3589
103,2017/6/12,5847
7,2016/12/8,2281
721,2017/8/22,6999
926,2017/5/29,906
389,2016/10/29,6797
245,2016/9/27,9038
89,2017/1/31,5665
63,2016/7/9,8934
207,2017/3/7,2065
616,2017/8/29,712
358,2017/2/13,2991
771,2016/12/24,3022
873,2017/1/7,4640
728,2016/11/23,1620
606,2016/7/30,9608
372,2017/11/16,5088
531,2017/6/5,638
355,2017/11/20,9905
249,2016/8/14,1674
195,2017/3/17,9951
441,2016/9/24,6604
253,2016/12/9,1341
77,2016/8/13,5832
397,2017/4/26,4550
600,2016/7/23,3452
398,2016/12/3,4624
269,2017/2/13,9988
884,2017/8/1,534
908,2017/3/21,1343
77,2017/2/12,4318
608,2017/8/5,5180
489,2016/11/10,5061
808,2017/11/16,3747
649,2016/12/24,4980
802,2017/6/29,626
599,2017/3/16,7511
657,2017/5/6,2862
353,2016/12/4,8635
647,2016/7/19,9654
465,2016/9/16,5485
610,2017/3/23,6592
253,2016/7/21,5630
743,2017/8/4,1509
962,2016/8/12,3035
72,2017/9/7,6949
864,2016/11/21,6335
989,2017/8/3,6599
540,2016/8/23,4630
305,2016/11/9,3657
769,2017/11/7,5346
568,2017/11/15,8795
643,2016/10/24,9085
686,2016/11/1,5258
72,2016/9/20,3398
991,2017/1/14,7027
23,2017/9/12,7371
87,2017/3/19,1787
249,2017/2/14,4480
71,2016/10/7,9721
108,2016/7/24,540
887,2016/12/27,8714
910,2016/12/5,1370
498,2017/10/8,437
867,2017/6/25,3705
168,2016/8/3,3103
602,2017/6/19,9475
997,2016/11/20,3630
181,2017/7/20,5563
209,2017/6/2,9883
851,2017/6/16,4436
781,2017/7/23,1887
470,2016/9/19,5794
629,2017/9/1,8211
465,2017/3/12,8773
317,2016/9/8,4410
439,2017/7/2,9010
658,2017/5/28,2853
723,2017/3/4,3979
545,2016/9/22,1518
494,2017/5/25,1581
469,2016/12/28,7622
182,2017/1/3,6711
944,2017/8/28,2954
194,2017/9/1,1500
258,2017/8/6,8112
554,2017/1/20,9212
903,2017/9/13,2345
375,2017/1/13,7928
962,2017/6/11,3661
783,2017/1/4,9027
59,2017/3/30,649
747,2016/12/2,7992
339,2017/1/2,587
288,2017/1/9,9407
831,2017/10/28,2839
143,2017/11/4,3173
972,2017/8/27,7635
974,2017/7/15,6949
988,2016/9/23,9469
582,2016/9/30,9012
918,2017/8/25,5326
788,2016/10/10,8273
4,2016/11/10,7365
309,2016/8/9,1093
332,2017/7/14,1875
879,2017/2/26,6780
933,2016/9/18,839
743,2017/7/9,8806
161,2017/3/21,5466
170,2017/5/14,8383
630,2016/9/3,8463
865,2016/12/1,5696
944,2016/8/30,4423
362,2017/1/14,6505
237,2017/11/1,5667
112,2016/11/20,9068
372,2017/1/27,1233
328,2016/8/10,6337
359,2017/1/28,7989
140,2016/12/22,6373
443,2017/10/3,7058
454,2017/7/30,7324
802,2016/10/26,8140
379,2017/5/24,3437
95,2017/1/16,4660
779,2017/4/5,5590
988,2017/5/14,9747
466,2017/11/11,985
337,2017/10/16,9129
240,2016/11/21,7940
748,2017/11/12,6486
23,2017/5/12,5440
106,2016/8/8,4501
805,2017/11/19,4132
322,2017/5/22,4236
792,2017/5/31,3829
261,2017/6/9,3569
544,2016/8/16,8162
800,2016/12/15,7249
121,2016/7/16,7992
624,2017/11/5,5366
627,2017/7/11,3667
142,2016/7/31,8207
87,2017/11/1,3895
77,2016/11/2,7297
499,2016/8/9,490
747,2016/9/16,1847
899,2016/10/3,7145
690,2017/7/16,1393
456,2017/10/2,8707
434,2016/11/26,9739
191,2017/9/28,6771
194,2016/8/2,255
172,2016/7/27,3271
608,2016/8/15,5597
367,2016/11/27,8312
121,2017/1/16,7055
16,2017/1/22,5130
504,2017/1/3,263
369,2017/10/17,1283
905,2016/12/9,3828
966,2017/4/15,9682
779,2016/9/28,3891
176,2016/8/19,2657
134,2016/10/20,211
269,2017/8/9,5336
996,2017/5/3,9327
560,2017/3/10,7393
726,2016/9/26,5848
494,2017/1/24,5128
929,2016/9/29,180
667,2016/8/6,3583
550,2017/5/13,1351
985,2017/9/10,7955
34,2016/8/14,9788
606,2017/10/29,4550
872,2017/9/20,5396
766,2016/7/17,9511
15,2017/2/23,4276
986,2017/8/2,3945
117,2017/8/21,8615
790,2017/3/7,1808
167,2017/2/15,4177
182,2016/11/1,3030
488,2017/1/20,4391
928,2017/10/31,5199
379,2017/11/11,4606
768,2017/5/22,6705
652,2017/4/8,4957
695,2017/7/17,3729
845,2017/8/5,1051
149,2016/12/19,7335
650,2017/7/28,8827
981,2017/10/23,4156
939,2016/8/3,4693
732,2017/9/11,2399
436,2016/11/17,5743
372,2016/12/5,1808
434,2017/10/1,5647
445,2017/4/2,3516
345,2017/6/18,2622
179,2017/8/5,5041
147,2016/7/25,1180
755,2017/3/4,10
663,2017/5/28,2546
503,2017/7/29,3661
294,2017/7/16,9927
336,2016/8/1,492
490,2016/10/17,6671
718,2017/11/15,969
257,2017/4/28,2202
955,2016/7/14,6169
660,2016/10/8,7815
919,2017/10/25,7227
839,2016/9/13,331
77,2017/5/30,6235
501,2017/11/2,9814
480,2016/10/19,4324
297,2017/9/14,8028
609,2016/7/29,7772
788,2017/11/9,5557
896,2017/2/7,744
896,2017/11/12,36
388,2016/9/3,7703
697,2017/3/3,1517
536,2017/2/25,2583
827,2017/8/1,314
316,2017/5/21,1397
489,2016/9/21,9794
389,2017/10/16,8652
284,2017/9/6,6241
578,2017/9/11,5190
751,2017/4/13,7265
444,2017/9/13,1372
796,2017/3/16,9967
262,2016/10/24,4105
822,2016/12/14,4417
831,2016/12/28,4501
769,2016/11/12,4965
678,2017/8/1,4528
924,2017/8/26,4577
847,2016/12/25,6395
139,2017/6/25,3706
602,2017/5/17,4090
825,2017/6/11,9381
524,2017/5/19,20
779,2016/7/19,6683
703,2017/2/28,5212
167,2017/9/6,2626
5,2017/1/28,3048
309,2017/7/15,762
886,2016/9/24,4022
48,2016/12/17,6582
921,2017/5/14,4614
462,2017/9/28,7314
806,2016/12/22,5897
270,2016/12/1,6613
178,2016/7/19,5383
254,2016/9/3,5755
555,2017/10/19,9965
688,2016/8/31,333
201,2016/12/29,8291
206,2017/6/22,9948
919,2016/8/28,4997
240,2017/3/8,9527
245,2017/8/22,9073
575,2017/4/14,2641
363,2017/8/8,4334
66,2016/10/15,3058
800,2017/7/6,4684
308,2016/9/3,5398
313,2017/5/6,503
247,2016/8/13,2279
673,2017/2/14,7272
312,2016/8/11,3053
495,2016/8/14,8242
50,2016/12/16,1876
507,2017/6/16,2269
117,2016/11/7,6640
372,2017/3/12,1968
653,2017/9/30,7405
398,2017/4/8,8923
29,2017/1/18,1443
686,2017/8/31,9627
577,2016/10/27,4355
